Age,Subscription_Type,Watch_Time_Hours,Churn,Usage_Intensity,Is_Heavy_User,Age_Group,Country_Australia,Country_Brazil,Country_Canada,Country_France,Country_Germany,Country_India,Country_Japan,Country_Mexico,Country_UK,Country_USA,Favorite_Genre_Action,Favorite_Genre_Comedy,Favorite_Genre_Documentary,Favorite_Genre_Drama,Favorite_Genre_Horror,Favorite_Genre_Romance,Favorite_Genre_Sci-Fi
63,2,963.64,0,15.056875,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67,1,460.6,0,6.773529411764706,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47,1,637.43,0,13.279791666666666,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
46,2,620.74,0,13.207234042553191,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
40,0,451.59,0,11.014390243902438,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
46,0,388.91,0,8.274680851063831,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
37,0,418.2,0,11.005263157894737,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,2,95.46,0,3.5355555555555553,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,1,253.6,0,14.088888888888889,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
37,2,936.05,0,24.632894736842104,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
59,0,971.97,1,16.1995,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
67,0,542.57,1,7.978970588235295,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,2,81.89,0,5.459333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27,1,568.86,0,20.31642857142857,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,1,67.28,0,1.1213333333333333,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
56,0,835.85,0,14.664035087719299,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
52,0,91.07,1,1.7183018867924527,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
26,0,703.81,1,26.067037037037036,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
64,0,693.84,0,10.67446153846154,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
80,2,431.61,0,5.328518518518519,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70,1,13.5,0,0.19014084507042253,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
15,2,914.7,0,57.16875,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,1,404.84,0,16.868333333333332,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
40,2,610.93,0,14.900731707317071,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35,2,834.96,0,23.193333333333335,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68,0,145.66,1,2.111014492753623,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
50,0,370.08,1,7.256470588235294,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
45,1,474.83,0,10.322391304347827,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16,2,321.21,0,18.89470588235294,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,0,197.08,1,4.806829268292684,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57,2,420.58,0,7.251379310344827,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,0,479.4,0,6.567123287671232,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,1,12.4,0,0.22962962962962963,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
55,0,157.64,1,2.815,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
65,1,589.28,0,8.928484848484848,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,1,367.56,0,13.127142857142857,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
72,2,889.42,0,12.183835616438355,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
16,2,739.71,0,43.512352941176474,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
55,0,672.43,1,12.00767857142857,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29,2,625.92,0,20.863999999999997,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
41,2,611.38,0,14.556666666666667,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
49,2,997.8,0,19.956,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70,1,17.03,0,0.2398591549295775,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
70,1,251.57,0,3.5432394366197184,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
68,0,247.53,0,3.5873913043478263,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
55,0,637.46,1,11.383214285714287,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
28,2,331.5,0,11.431034482758621,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
40,2,539.51,0,13.158780487804878,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
27,2,347.83,0,12.4225,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33,0,772.69,1,22.726176470588236,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66,2,531.37,0,7.9308955223880595,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,1,868.11,0,31.00392857142857,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
52,0,482.75,1,9.108490566037736,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45,0,111.95,1,2.4336956521739133,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
29,1,915.15,0,30.505,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
58,1,255.7,0,4.3338983050847455,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
52,2,351.09,0,6.624339622641509,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
51,0,890.7,0,17.128846153846155,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
46,0,452.21,1,9.621489361702126,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60,1,703.49,0,11.532622950819672,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
27,2,114.84,0,4.101428571428571,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
75,2,735.79,0,9.681447368421052,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
70,2,486.56,0,6.852957746478873,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
78,2,443.05,0,5.608227848101266,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
74,2,609.74,0,8.129866666666667,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70,2,101.32,0,1.4270422535211267,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
59,0,452.51,1,7.541833333333333,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
73,0,726.72,1,9.820540540540541,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76,1,164.45,0,2.1357142857142857,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
78,0,924.9,0,11.70759493670886,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
71,0,740.04,1,10.278333333333332,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
73,2,598.3,0,8.085135135135134,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
61,1,523.21,0,8.438870967741936,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
70,0,858.29,0,12.088591549295774,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49,1,635.38,0,12.7076,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
40,1,402.75,0,9.823170731707316,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,0,435.56,1,12.810588235294118,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
37,1,164.11,0,4.318684210526317,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
49,2,413.2,0,8.264,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
32,2,626.92,0,18.997575757575756,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57,0,731.09,1,12.605,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31,0,122.87,1,3.8396875,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18,1,540.53,0,28.448947368421052,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
55,2,503.97,0,8.999464285714286,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
70,1,225.38,0,3.1743661971830983,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
79,0,135.98,1,1.6997499999999999,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
39,0,709.87,1,17.74675,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
67,1,488.31,0,7.1810294117647056,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
77,2,690.18,0,8.848461538461537,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
57,0,808.07,0,13.932241379310346,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17,1,978.84,0,54.38,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,2,81.11,0,1.502037037037037,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,0,271.58,1,7.146842105263158,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43,2,229.82,0,5.223181818181818,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,0,748.26,1,21.378857142857143,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
70,2,356.57,0,5.022112676056338,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
23,2,87.79,0,3.657916666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37,1,627.39,0,16.510263157894737,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
33,0,13.55,0,0.3985294117647059,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15,2,336.13,0,21.008125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
50,0,251.13,1,4.924117647058823,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
55,1,175.47,0,3.1333928571428573,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44,2,98.9,0,2.197777777777778,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,1,988.14,0,21.958666666666666,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80,1,816.36,0,10.07851851851852,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
58,0,732.09,1,12.408305084745763,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,0,202.57,0,9.646190476190476,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68,1,758.62,0,10.994492753623188,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
61,2,10.31,0,0.16629032258064516,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
70,1,633.29,0,8.919577464788732,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63,2,278.69,0,4.35453125,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
77,0,147.04,1,1.885128205128205,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
79,2,884.66,0,11.05825,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
44,2,485.81,0,10.795777777777777,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
36,1,479.08,0,12.948108108108107,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
37,0,744.34,1,19.587894736842106,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
70,0,17.94,1,0.2526760563380282,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
78,1,457.57,0,5.792025316455696,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,2,325.1,0,8.555263157894737,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,1,18.62,0,0.3961702127659575,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
38,1,80.87,0,2.0735897435897437,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
67,1,164.13,0,2.413676470588235,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
62,2,640.75,0,10.170634920634921,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
53,1,793.72,0,14.698518518518519,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
54,1,517.41,0,9.407454545454545,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
38,0,999.14,0,25.61897435897436,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
80,1,766.11,0,9.458148148148148,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
76,0,689.16,1,8.950129870129869,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
14,1,702.52,0,46.834666666666664,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,0,975.55,1,18.760576923076922,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
32,0,670.83,1,20.328181818181818,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
56,2,342.26,0,6.004561403508772,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,0,846.85,1,24.195714285714285,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
55,2,558.87,0,9.979821428571428,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52,0,989.34,0,18.66679245283019,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,0,835.1,1,52.19375,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
70,0,242.26,1,3.412112676056338,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
76,0,759.5,1,9.863636363636363,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,2,507.15,0,9.752884615384614,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42,2,269.42,0,6.265581395348837,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
58,2,153.32,0,2.59864406779661,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
50,0,457.19,0,8.964509803921569,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
79,1,799.77,0,9.997125,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57,0,934.12,1,16.10551724137931,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
61,0,961.56,1,15.509032258064515,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
49,0,478.8,1,9.576,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,1,56.21,0,2.2484,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76,0,885.8,1,11.503896103896103,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
54,0,14.28,1,0.2596363636363636,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
45,2,580.9,0,12.628260869565217,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,0,566.29,0,12.870227272727272,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
43,1,358.64,0,8.15090909090909,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,2,826.06,0,16.197254901960783,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,1,893.69,0,19.01468085106383,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
43,0,737.2,1,16.754545454545454,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
18,2,72.54,0,3.8178947368421055,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,0,741.62,0,13.733703703703704,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
26,0,945.3,0,35.01111111111111,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
78,1,46.3,0,0.5860759493670886,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
79,2,466.93,0,5.836625,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
40,0,866.49,1,21.13390243902439,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
26,1,192.61,0,7.133703703703704,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
47,2,414.81,0,8.641875,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
63,1,332.14,0,5.1896875,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25,2,531.46,0,20.44076923076923,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20,2,260.06,1,12.383809523809523,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78,0,301.54,1,3.816962025316456,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
63,0,870.79,1,13.60609375,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
60,1,553.57,0,9.074918032786886,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
14,0,792.96,0,52.864000000000004,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
78,1,982.44,0,12.435949367088607,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
30,0,174.99,1,5.64483870967742,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
67,1,727.39,0,10.696911764705883,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,2,3.69,1,0.09,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,2,455.69,1,11.684358974358974,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
57,1,956.44,0,16.490344827586206,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,1,109.93,0,3.140857142857143,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
33,0,748.3,1,22.008823529411764,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39,0,914.92,1,22.872999999999998,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18,2,747.86,0,39.36105263157895,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
72,0,235.91,1,3.2316438356164383,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
49,2,749.77,0,14.9954,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
66,0,628.14,0,9.375223880597014,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
80,1,776.4,0,9.585185185185185,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
75,0,838.37,1,11.031184210526316,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
48,0,222.55,0,4.541836734693878,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16,0,701.24,1,41.24941176470588,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,1,444.18,0,10.833658536585366,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,2,883.16,0,16.354814814814816,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
23,1,287.09,0,11.962083333333332,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
52,2,745.62,0,14.068301886792453,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
51,0,366.11,1,7.040576923076923,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
41,0,800.18,1,19.051904761904762,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
68,2,218.0,0,3.1594202898550723,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
62,0,811.94,1,12.887936507936509,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
59,1,154.17,0,2.5694999999999997,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
40,1,538.64,0,13.137560975609755,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
21,2,952.42,0,43.29181818181818,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
38,2,60.01,0,1.5387179487179488,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55,0,31.08,1,0.5549999999999999,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68,1,769.68,0,11.154782608695651,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
13,2,205.73,0,14.694999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,2,449.56,0,18.731666666666666,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,1,324.19,0,12.007037037037037,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
29,0,349.96,1,11.665333333333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
76,1,484.18,0,6.288051948051948,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
80,0,691.81,1,8.540864197530864,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
20,1,641.48,0,30.546666666666667,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,2,462.73,0,15.424333333333333,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
36,2,655.31,0,17.71108108108108,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,2,630.76,0,14.668837209302325,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
50,0,20.48,1,0.4015686274509804,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
70,0,857.43,1,12.076478873239436,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,1,23.35,0,0.934,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
57,1,52.82,0,0.9106896551724138,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
45,0,332.26,1,7.22304347826087,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
72,0,54.61,0,0.7480821917808219,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
51,0,438.98,0,8.441923076923077,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20,1,539.58,0,25.694285714285716,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,1,959.06,0,43.593636363636364,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
14,1,45.63,0,3.0420000000000003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
42,1,903.41,0,21.009534883720928,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
45,0,687.91,1,14.954565217391304,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57,1,561.13,0,9.674655172413793,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
74,0,675.0,1,9.0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
